,Record,Rank,Revenue
0,"All Time International Box Office (Rank 11,301-11,400)",11332,"$676,734"
1,"All Time International Non-Sequel Box Office (Rank 10,301-10,400)",10344,"$676,734"
2,"All Time International Box Office for Based on Real Life Events Movies (Rank 901-1,000)",934,"$676,734"
3,"All Time International Box Office for Live Action Movies (Rank 9,401-9,500)",9444,"$676,734"
4,All Time International Box Office for Dramatization Movies (Rank 701-800),790,"$676,734"
5,"All Time International Box Office for Drama Movies (Rank 2,901-3,000)",2996,"$676,734"
6,All Time International Box Office for PG Movies (Rank 801-900),878,"$676,734"
7,All Time International Box Office for Walt Disney Movies (Rank 301-400),331,"$676,734"
