,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,6/27/2013,"$8,128,258",563,563,2482,"$21,880,008",7/7/2015
1,Ukraine,6/20/2013,$0,0,1,1,"$1,039,036",12/30/2018
2,,,,,,,,
3,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$354,034,956",
4,,,,,,,,
5,International Total,International Total,International Total,International Total,International Total,International Total,"$376,954,000",12/30/2018
