,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Brazil,4/8/2011,$0,0,3,6,"$34,625,880",12/14/2015
1,Lithuania,4/22/2011,$0,0,3,9,"$366,574",12/11/2015
2,New Zealand,4/7/2011,$0,0,1,1,$257,12/19/2022
3,,,,,,,,
4,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$308,907,289",
5,,,,,,,,
6,International Total,International Total,International Total,International Total,International Total,International Total,"$343,900,000",12/19/2022
