,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,601-1,700)",1609,"$62,018,667"
1,"All Time International Non-Sequel Box Office (Rank 1,101-1,200)",1177,"$62,018,667"
2,Top 2010 Movies at the International Box Office,60,"$62,018,667"
3,All Time International Box Office for Based on Fiction Book/Short Story Movies (Rank 301-400),330,"$62,018,667"
4,"All Time International Box Office for Live Action Movies (Rank 1,201-1,300)",1250,"$62,018,667"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 601-700),658,"$62,018,667"
6,All Time International Box Office for Drama Movies (Rank 201-300),250,"$62,018,667"
7,All Time International Box Office for PG-13 Movies (Rank 601-700),615,"$62,018,667"
8,All Time International Box Office for Sony Pictures Movies (Rank 101-200),185,"$62,018,667"
