,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,11/26/2020,$132,2,3,8,"$32,795,042",1/28/2021
1,Brazil,6/18/2010,$0,0,62,118,"$23,612,152",10/13/2015
2,Lithuania,7/9/2010,$0,0,3,5,"$200,454",12/11/2015
3,South Korea,8/5/2010,$0,0,0,0,"$12,635,532",12/14/2018
4,United Kingdom,7/19/2010,$0,0,1,1,"$115,351,744",10/6/2015
5,,,,,,,,
6,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$469,279,718",
7,,,,,,,,
8,International Total,International Total,International Total,International Total,International Total,International Total,"$653,874,642",1/28/2021
