,Record,Rank,Revenue
0,All Time International Box Office (Rank 501-600),566,"$175,183,320"
1,All Time International Non-Sequel Box Office (Rank 301-400),341,"$175,183,320"
2,Top 2010 Movies at the International Box Office,24,"$175,183,320"
3,All Time International Box Office for Remake Movies,23,"$175,183,320"
4,All Time International Box Office for Live Action Movies (Rank 301-400),362,"$175,183,320"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 101-200),149,"$175,183,320"
6,All Time International Box Office for Action Movies (Rank 101-200),189,"$175,183,320"
7,All Time International Box Office for PG Movies (Rank 101-200),132,"$175,183,320"
8,All Time International Box Office for Sony Pictures Movies,55,"$175,183,320"
