,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Brazil,8/13/2010,$0,0,1,1,"$4,739,155",12/12/2015
1,Central America,11/26/2010,$0,0,58,58,"$227,838",12/14/2015
2,Italy,9/1/2010,$0,0,3,3,"$3,652,483",12/11/2015
3,,,,,,,,
4,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$156,580,174",
5,,,,,,,,
6,International Total,International Total,International Total,International Total,International Total,International Total,"$165,199,650",12/14/2015
