,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,New Zealand,6/6/2013,$0,0,1,5,"$2,576,370",1/23/2023
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$206,223,630",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$208,800,000",1/23/2023
