,Record,Rank,Revenue
0,"All Time International Box Office (Rank 901-1,000)",937,"$111,200,000"
1,All Time International Non-Sequel Box Office (Rank 601-700),632,"$111,200,000"
2,Top 2010 Movies at the International Box Office,35,"$111,200,000"
3,All Time International Box Office for Original Screenplay Movies (Rank 401-500),409,"$111,200,000"
4,All Time International Box Office for Live Action Movies (Rank 601-700),663,"$111,200,000"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 301-400),318,"$111,200,000"
6,All Time International Box Office for Comedy Movies,78,"$111,200,000"
7,All Time International Box Office for R Movies (Rank 101-200),181,"$111,200,000"
8,All Time International Box Office for Warner Bros. Movies (Rank 101-200),147,"$111,200,000"
