,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,New Zealand,5/27/2021,"$2,375",14,14,14,"$2,375",6/2/2021
1,United Kingdom,5/17/2013,$0,0,21,22,"$33,111,694",9/3/2020
2,,,,,,,,
3,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$517,506,525",
4,,,,,,,,
5,International Total,International Total,International Total,International Total,International Total,International Total,"$550,620,594",6/2/2021
