,Record,Rank,Revenue
0,All Time International Box Office (Rank 301-400),326,"$255,588,055"
1,All Time International Non-Sequel Box Office (Rank 101-200),171,"$255,588,055"
2,Top 2013 Movies at the International Box Office,17,"$255,588,055"
3,All Time International Box Office for Spin-Off Movies,14,"$255,588,055"
4,All Time International Box Office for Animation/Live Action Movies,77,"$255,588,055"
5,All Time International Box Office for Fantasy Movies,49,"$255,588,055"
6,All Time International Box Office for Adventure Movies (Rank 101-200),141,"$255,588,055"
7,All Time International Box Office for PG Movies,79,"$255,588,055"
8,All Time International Box Office for Walt Disney Movies,69,"$255,588,055"
