,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Lithuania,8/19/2011,$0,0,1,1,"$163,008",12/10/2015
1,Serbia and Montenegro,8/11/2011,$0,0,1,1,"$169,967",12/29/2018
2,Turkey,8/5/2011,$0,0,8,11,"$2,233,825",12/29/2018
3,,,,,,,,
4,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$418,568,365",
5,,,,,,,,
6,International Total,International Total,International Total,International Total,International Total,International Total,"$421,135,165",12/29/2018
