,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,12/26/2013,"$12,878,006",633,633,715,"$28,844,817",7/8/2021
1,New Zealand,12/12/2013,$0,0,7,18,"$6,789,533",6/8/2021
2,South Korea,12/12/2013,$0,0,72,72,"$15,163,022",12/1/2021
3,Spain,12/13/2013,$0,0,148,148,"$20,824,242",6/18/2021
4,,,,,,,,
5,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$629,495,300",
6,,,,,,,,
7,International Total,International Total,International Total,International Total,International Total,International Total,"$701,116,914",12/1/2021
