,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,New Zealand,4/21/2011,$0,0,14,14,"$2,335",5/24/2021
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$420,129,794",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$420,132,129",5/24/2021
