,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,1/7/2021,$16,1,1,2,"$18,726,579",1/19/2021
1,Spain,6/21/2013,$0,0,3,3,"$14,627,988",12/13/2015
2,United Kingdom,7/12/2013,$0,0,82,161,"$47,166,336",12/13/2015
3,,,,,,,,
4,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$394,446,578",
5,,,,,,,,
6,International Total,International Total,International Total,International Total,International Total,International Total,"$474,967,481",1/19/2021
