,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,8/17/2018,$973,26,26,26,$973,8/27/2018
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$308,722,085",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$308,723,058",8/27/2018
