,Record,Rank,Revenue
0,All Time International Box Office (Rank 401-500),439,"$211,100,212"
1,All Time International Non-Sequel Box Office (Rank 201-300),241,"$211,100,212"
2,Top 2010 Movies at the International Box Office,19,"$211,100,212"
3,All Time International Box Office for Original Screenplay Movies (Rank 101-200),176,"$211,100,212"
4,All Time International Box Office for Live Action Movies (Rank 201-300),266,"$211,100,212"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 101-200),106,"$211,100,212"
6,All Time International Box Office for Thriller/Suspense Movies,23,"$211,100,212"
7,All Time International Box Office for PG-13 Movies (Rank 201-300),220,"$211,100,212"
8,All Time International Box Office for Sony Pictures Movies,43,"$211,100,212"
