,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,8/21/2020,"$27,095",111,111,176,"$8,209,098",12/12/2022
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$102,012,136",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$110,221,234",12/12/2022
