,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,2/4/2021,$204,1,6,7,"$23,163,935",10/20/2022
1,United Kingdom,1/7/2011,$0,0,25,25,"$56,596,323",2/14/2023
2,,,,,,,,
3,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$211,503,506",
4,,,,,,,,
5,International Total,International Total,International Total,International Total,International Total,International Total,"$291,263,764",2/14/2023
