,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,8/17/2018,$888,25,25,25,$888,8/27/2018
1,Brazil,4/29/2011,$0,0,2,2,"$12,092,872",12/13/2015
2,,,,,,,,
3,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$256,202,234",
4,,,,,,,,
5,International Total,International Total,International Total,International Total,International Total,International Total,"$268,295,994",8/27/2018
