,Record,Rank,Revenue
0,All Time International Box Office (Rank 501-600),518,"$187,941,694"
1,All Time International Non-Sequel Box Office (Rank 301-400),304,"$187,941,694"
2,Top 2010 Movies at the International Box Office,22,"$187,941,694"
3,All Time International Box Office for Based on TV Movies,21,"$187,941,694"
4,All Time International Box Office for Live Action Movies (Rank 301-400),325,"$187,941,694"
5,All Time International Box Office for Fantasy Movies,68,"$187,941,694"
6,All Time International Box Office for Adventure Movies (Rank 101-200),198,"$187,941,694"
7,All Time International Box Office for PG Movies (Rank 101-200),118,"$187,941,694"
8,All Time International Box Office for Paramount Pictures Movies,50,"$187,941,694"
