,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,South Korea,10/6/2010,$0,0,58,58,"$3,493,115",5/7/2020
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$25,622,970",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$29,116,085",5/7/2020
