,Record,Rank,Revenue
0,All Time International Box Office,27,"$771,403,536"
1,All Time International Sequel Box Office,18,"$771,403,536"
2,Top 2011 Movies at the International Box Office,3,"$771,403,536"
3,All Time International Box Office for Based on TV Movies,2,"$771,403,536"
4,All Time International Box Office for Animation/Live Action Movies,13,"$771,403,536"
5,All Time International Box Office for Science Fiction Movies,8,"$771,403,536"
6,All Time International Box Office for Action Movies,18,"$771,403,536"
7,All Time International Box Office for PG-13 Movies,20,"$771,403,536"
8,All Time International Box Office for Paramount Pictures Movies,3,"$771,403,536"
