,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,701-1,800)",1791,"$53,557,629"
1,"All Time International Non-Sequel Box Office (Rank 1,301-1,400)",1335,"$53,557,629"
2,Top 2010 Movies at the International Box Office,66,"$53,557,629"
3,All Time International Box Office for Original Screenplay Movies (Rank 801-900),822,"$53,557,629"
4,"All Time International Box Office for Live Action Movies (Rank 1,401-1,500)",1407,"$53,557,629"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 701-800),758,"$53,557,629"
6,All Time International Box Office for Comedy Movies (Rank 201-300),210,"$53,557,629"
7,All Time International Box Office for PG-13 Movies (Rank 601-700),658,"$53,557,629"
8,All Time International Box Office for 20th Century Fox Movies (Rank 101-200),183,"$53,557,629"
