,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Kuwait,9/30/2010,$0,0,7,7,"$136,252",12/29/2018
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$235,609,372",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$235,745,624",12/29/2018
