,Record,Rank,Revenue
0,All Time International Box Office (Rank 501-600),582,"$172,339,126"
1,All Time International Non-Sequel Box Office (Rank 301-400),354,"$172,339,126"
2,Top 2010 Movies at the International Box Office,26,"$172,339,126"
3,All Time International Box Office for Original Screenplay Movies (Rank 201-300),236,"$172,339,126"
4,All Time International Box Office for Live Action Movies (Rank 301-400),370,"$172,339,126"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 101-200),152,"$172,339,126"
6,All Time International Box Office for Thriller/Suspense Movies,33,"$172,339,126"
7,All Time International Box Office for PG-13 Movies (Rank 201-300),271,"$172,339,126"
8,All Time International Box Office for Sony Pictures Movies,57,"$172,339,126"
