,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,12/12/2013,"$1,954,660",285,287,572,"$4,197,849",12/13/2015
1,Singapore,12/26/2013,"$173,520",19,19,19,"$173,520",12/13/2015
2,Thailand,12/19/2013,"$106,567",75,75,105,"$186,548",12/13/2015
3,United Kingdom,12/20/2013,"$64,682",1,1,2,"$184,411",12/13/2015
4,,,,,,,,
5,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$103,018,159",
6,,,,,,,,
7,International Total,International Total,International Total,International Total,International Total,International Total,"$107,760,487",12/13/2015
