,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,South Korea,2/24/2011,$0,0,46,77,"$10,816,215",12/27/2019
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$213,495,817",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$224,312,032",12/27/2019
