,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,501-1,600)",1569,"$63,915,758"
1,"All Time International Non-Sequel Box Office (Rank 1,101-1,200)",1143,"$63,915,758"
2,Top 2010 Movies at the International Box Office,58,"$63,915,758"
3,All Time International Box Office for Original Screenplay Movies (Rank 701-800),724,"$63,915,758"
4,"All Time International Box Office for Live Action Movies (Rank 1,201-1,300)",1214,"$63,915,758"
5,All Time International Box Office for Science Fiction Movies (Rank 201-300),202,"$63,915,758"
6,All Time International Box Office for Action Movies (Rank 401-500),431,"$63,915,758"
7,All Time International Box Office for R Movies (Rank 301-400),374,"$63,915,758"
8,All Time International Box Office for Warner Bros. Movies (Rank 201-300),220,"$63,915,758"
