,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,12/3/2020,$112,1,2,3,"$3,931,508",3/6/2023
1,,,,,,,,
2,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$13,867,749",
3,,,,,,,,
4,International Total,International Total,International Total,International Total,International Total,International Total,"$17,799,257",3/6/2023
