,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,801-1,900)",1853,"$51,716,492"
1,"All Time International Non-Sequel Box Office (Rank 1,301-1,400)",1389,"$51,716,492"
2,Top 2010 Movies at the International Box Office,71,"$51,716,492"
3,All Time International Box Office for Original Screenplay Movies (Rank 801-900),857,"$51,716,492"
4,"All Time International Box Office for Live Action Movies (Rank 1,401-1,500)",1459,"$51,716,492"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 701-800),794,"$51,716,492"
6,All Time International Box Office for Comedy Movies (Rank 201-300),222,"$51,716,492"
7,All Time International Box Office for PG-13 Movies (Rank 601-700),677,"$51,716,492"
8,All Time International Box Office for Sony Pictures Movies (Rank 201-300),204,"$51,716,492"
