,Record,Rank,Revenue
0,All Time International Box Office (Rank 401-500),450,"$209,000,000"
1,All Time International Sequel Box Office (Rank 101-200),199,"$209,000,000"
2,Top 2011 Movies at the International Box Office,18,"$209,000,000"
3,All Time International Box Office for Based on Comic/Graphic Novel Movies,67,"$209,000,000"
4,All Time International Box Office for Live Action Movies (Rank 201-300),272,"$209,000,000"
5,All Time International Box Office for Super Hero Movies,57,"$209,000,000"
6,All Time International Box Office for Action Movies (Rank 101-200),157,"$209,000,000"
7,All Time International Box Office for PG-13 Movies (Rank 201-300),224,"$209,000,000"
8,All Time International Box Office for 20th Century Fox Movies,60,"$209,000,000"
