,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Brazil,1/21/2011,$0,0,5,8,"$6,458,734",12/12/2015
1,Bulgaria,2/11/2011,$0,0,9,9,"$216,191",12/29/2018
2,,,,,,,,
3,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$97,853,754",
4,,,,,,,,
5,International Total,International Total,International Total,International Total,International Total,International Total,"$104,528,679",12/29/2018
