,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,801-1,900)",1825,"$52,513,156"
1,"All Time International Non-Sequel Box Office (Rank 1,301-1,400)",1364,"$52,513,156"
2,Top 2010 Movies at the International Box Office,69,"$52,513,156"
3,All Time International Box Office for Original Screenplay Movies (Rank 801-900),842,"$52,513,156"
4,"All Time International Box Office for Live Action Movies (Rank 1,401-1,500)",1434,"$52,513,156"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 701-800),774,"$52,513,156"
6,All Time International Box Office for Romantic Comedy Movies,87,"$52,513,156"
7,All Time International Box Office for PG-13 Movies (Rank 601-700),669,"$52,513,156"
8,All Time International Box Office for Warner Bros. Movies (Rank 201-300),249,"$52,513,156"
