,Record,Rank,Revenue
0,"All Time International Box Office (Rank 4,101-4,200)",4171,"$12,842,548"
1,"All Time International Non-Sequel Box Office (Rank 3,401-3,500)",3488,"$12,842,548"
2,Top 2010 Movies at the International Box Office (Rank 101-200),157,"$12,842,548"
3,"All Time International Box Office for Original Screenplay Movies (Rank 2,001-2,100)",2090,"$12,842,548"
4,"All Time International Box Office for Live Action Movies (Rank 3,401-3,500)",3463,"$12,842,548"
5,"All Time International Box Office for Contemporary Fiction Movies (Rank 2,001-2,100)",2069,"$12,842,548"
6,All Time International Box Office for Thriller/Suspense Movies (Rank 401-500),411,"$12,842,548"
7,"All Time International Box Office for PG-13 Movies (Rank 1,101-1,200)",1159,"$12,842,548"
8,All Time International Box Office for Sony Pictures Movies (Rank 301-400),356,"$12,842,548"
