,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Australia,7/31/2020,"$3,542",12,13,59,"$63,625",9/21/2020
1,Russia (CIS),2/7/2013,$0,0,0,0,$0,
2,South Korea,12/19/2012,$0,0,120,518,"$35,224,048",2/22/2023
3,,,,,,,,
4,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$254,322,999",
5,,,,,,,,
6,International Total,International Total,International Total,International Total,International Total,International Total,"$289,610,672",2/22/2023
