,Territory,Release Date,Opening Weekend,Opening Weekend Screens,Maximum Screens,Theatrical Engagements,Total Box Office,Report Date
0,Brazil,2/3/2012,$0,0,2,2,"$764,723",12/6/2015
1,Bulgaria,2/3/2012,$0,0,1,2,"$39,705",12/29/2018
2,Spain,10/28/2011,$0,0,2,4,"$5,032,425",12/10/2015
3,Uruguay,1/6/2012,$0,0,1,1,"$88,674",12/29/2018
4,,,,,,,,
5,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,Rest of World,"$37,488,890",
6,,,,,,,,
7,International Total,International Total,International Total,International Total,International Total,International Total,"$43,414,417",12/29/2018
