,Record,Rank,Revenue
0,All Time International Box Office (Rank 401-500),483,"$199,333,086"
1,All Time International Sequel Box Office (Rank 201-300),207,"$199,333,086"
2,Top 2010 Movies at the International Box Office,20,"$199,333,086"
3,All Time International Box Office for Based on TV Movies,20,"$199,333,086"
4,All Time International Box Office for Live Action Movies (Rank 201-300),297,"$199,333,086"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 101-200),121,"$199,333,086"
6,All Time International Box Office for Comedy Movies,27,"$199,333,086"
7,All Time International Box Office for R Movies,69,"$199,333,086"
8,All Time International Box Office for Warner Bros. Movies,79,"$199,333,086"
