,Record,Rank,Revenue
0,All Time International Box Office (Rank 601-700),622,"$162,211,974"
1,All Time International Sequel Box Office (Rank 201-300),238,"$162,211,974"
2,Top 2010 Movies at the International Box Office,29,"$162,211,974"
3,All Time International Box Office for Original Screenplay Movies (Rank 201-300),256,"$162,211,974"
4,All Time International Box Office for Live Action Movies (Rank 401-500),401,"$162,211,974"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 101-200),165,"$162,211,974"
6,All Time International Box Office for Comedy Movies,40,"$162,211,974"
7,All Time International Box Office for PG-13 Movies (Rank 201-300),288,"$162,211,974"
8,All Time International Box Office for Universal Movies,77,"$162,211,974"
