,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,301-1,400)",1305,"$80,444,474"
1,"All Time International Non-Sequel Box Office (Rank 901-1,000)",927,"$80,444,474"
2,Top 2010 Movies at the International Box Office,47,"$80,444,474"
3,All Time International Box Office for Remake Movies,51,"$80,444,474"
4,"All Time International Box Office for Live Action Movies (Rank 901-1,000)",982,"$80,444,474"
5,All Time International Box Office for Historical Fiction Movies (Rank 101-200),134,"$80,444,474"
6,All Time International Box Office for Horror Movies,55,"$80,444,474"
7,All Time International Box Office for R Movies (Rank 201-300),281,"$80,444,474"
8,All Time International Box Office for Universal Movies (Rank 101-200),152,"$80,444,474"
