,Record,Rank,Revenue
0,All Time International Box Office (Rank 501-600),538,"$182,328,335"
1,All Time International Non-Sequel Box Office (Rank 301-400),317,"$182,328,335"
2,Top 2010 Movies at the International Box Office,23,"$182,328,335"
3,All Time International Box Office for Original Screenplay Movies (Rank 201-300),217,"$182,328,335"
4,All Time International Box Office for Live Action Movies (Rank 301-400),340,"$182,328,335"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 101-200),143,"$182,328,335"
6,All Time International Box Office for Action Movies (Rank 101-200),182,"$182,328,335"
7,All Time International Box Office for PG-13 Movies (Rank 201-300),255,"$182,328,335"
8,All Time International Box Office for 20th Century Fox Movies,79,"$182,328,335"
