,Record,Rank,Revenue
0,"All Time International Box Office (Rank 1,401-1,500)",1488,"$68,747,609"
1,"All Time International Non-Sequel Box Office (Rank 1,001-1,100)",1075,"$68,747,609"
2,Top 2010 Movies at the International Box Office,53,"$68,747,609"
3,All Time International Box Office for Original Screenplay Movies (Rank 601-700),680,"$68,747,609"
4,"All Time International Box Office for Live Action Movies (Rank 1,101-1,200)",1145,"$68,747,609"
5,All Time International Box Office for Contemporary Fiction Movies (Rank 501-600),597,"$68,747,609"
6,All Time International Box Office for Romantic Comedy Movies,68,"$68,747,609"
7,All Time International Box Office for PG-13 Movies (Rank 501-600),579,"$68,747,609"
8,All Time International Box Office for Sony Pictures Movies (Rank 101-200),170,"$68,747,609"
