,Record,Rank,Revenue
0,All Time International Box Office (Rank 201-300),233,"$332,300,000"
1,All Time International Sequel Box Office (Rank 101-200),123,"$332,300,000"
2,Top 2011 Movies at the International Box Office,13,"$332,300,000"
3,All Time International Box Office for Original Screenplay Movies,90,"$332,300,000"
4,All Time International Box Office for Live Action Movies (Rank 101-200),116,"$332,300,000"
5,All Time International Box Office for Contemporary Fiction Movies,37,"$332,300,000"
6,All Time International Box Office for Comedy Movies,7,"$332,300,000"
7,All Time International Box Office for R Movies,17,"$332,300,000"
8,All Time International Box Office for Warner Bros. Movies,36,"$332,300,000"
