,0,1,2,type
0,"Robert Downey, Jr.",,Tony Stark/Iron Man,Lead Ensemble Members
1,Gwyneth Paltrow,,Pepper Potts,Lead Ensemble Members
2,Don Cheadle,,James 'Rhodey' Rhodes,Lead Ensemble Members
3,Guy Pearce,,Aldrich Killian,Lead Ensemble Members
4,Ben Kingsley,,The Mandarin,Lead Ensemble Members
0,Rebecca Hall,,Dr. Maya Hansen,Supporting Cast
1,Stephanie Szostak,,Ellen Brandt,Supporting Cast
2,James Badge Dale,,Eric Savin,Supporting Cast
3,Jon Favreau,,Happy Hogan,Supporting Cast
4,William Sadler,,U.S. President,Supporting Cast
5,Miguel Ferrer,,U.S. Vice President,Supporting Cast
6,Paul Bettany,,JARVIS (voice),Supporting Cast
7,Ty Broussard,,,Supporting Cast
8,Dale Dickey,,,Supporting Cast
0,Stan Lee,,Beauty Pageant Judge,Cameos
0,Shane Black,,Director,Production and Technical Credits
1,Drew Pearce,,Screenwriter,Production and Technical Credits
2,Shane Black,,Screenwriter,Production and Technical Credits
3,Kevin Feige,,Producer,Production and Technical Credits
4,Stan Lee,,Executive Producer,Production and Technical Credits
5,Dan Mintz,,Executive Producer,Production and Technical Credits
6,Alan Fine,,Executive Producer,Production and Technical Credits
7,Charles Newirth,,Executive Producer,Production and Technical Credits
8,Victoria Alonso,,Executive Producer,Production and Technical Credits
9,Stephen Broussard,,Executive Producer,Production and Technical Credits
10,Louis D’Esposito,,Executive Producer,Production and Technical Credits
11,Jon Favreau,,Executive Producer,Production and Technical Credits
12,John Toll,,Director of Photography,Production and Technical Credits
13,Bill Brzeski,,Production Designer,Production and Technical Credits
14,Jeffrey Ford,,Editor,Production and Technical Credits
15,Peter S. Elliot,,Editor,Production and Technical Credits
16,Louise Frogley,,Costume Designer,Production and Technical Credits
17,Christopher Townsend,,Visual Effects Supervisor,Production and Technical Credits
18,Dave Jordan,,Music Supervisor,Production and Technical Credits
19,Brian Tyler,,Composer,Production and Technical Credits
20,Sarah Halley Finn,,Casting,Production and Technical Credits
21,Desma Murphy,,Supervising Art Director,Production and Technical Credits
22,Jay Pelissier,,Art Director,Production and Technical Credits
23,Alan Hook,,Art Director,Production and Technical Credits
24,Brian Stultz,,Art Director,Production and Technical Credits
25,Danielle Berman,,Set Decorator,Production and Technical Credits
26,Jose Antonio Garcia,,Sound Mixer,Production and Technical Credits
27,Peter J. Devlin,,Sound Mixer,Production and Technical Credits
28,Mark P. Stoeckinger,,Supervising Sound Editor,Production and Technical Credits
29,Josh Gold,,Sound Effects Editor,Production and Technical Credits
30,Mike Prestwood Smith,,Re-recording Mixer,Production and Technical Credits
31,Michael Keller,,Re-recording Mixer,Production and Technical Credits
32,Jeff Habberstad,,Stunt Coordinator,Production and Technical Credits
33,Markos Rounthwaite,,Stunt Coordinator,Production and Technical Credits
34,Lars P. Winther,,Assistant Director,Production and Technical Credits
35,Brian Smrz,,Second Unit Director,Production and Technical Credits
36,Guy Williams,,Visual Effects Supervisor,Production and Technical Credits
37,Erik Nash,,Visual Effects Supervisor,Production and Technical Credits
38,Dan Sudick,,Visual Effects Supervisor,Production and Technical Credits
39,Sheena Duggal,,Visual Effects Supervisor,Production and Technical Credits
40,Dan Hegeman,,Sound Editor,Production and Technical Credits
41,Jeff Habberstad,,Second Unit Director,Production and Technical Credits
42,Lars P. Winther,,Associate Producer,Production and Technical Credits
43,Mitch Bell,,Associate Producer,Production and Technical Credits
44,Jeanette Surga,,Music Editor,Production and Technical Credits
45,Shannon Mills,,Additional Sound Designer,Production and Technical Credits
46,Robin Buday,,Second Assistant Editor,Production and Technical Credits
