,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
22,23,Jackass 3D,Paramount…,"$117,229,692","$50,353,641",3139,https://www.the-numbers.com/movie/Jackass-3D#tab=summary
23,24,Valentine's Day,Warner Bros.,"$110,485,654","$56,260,707",3665,https://www.the-numbers.com/movie/Valentines-Day#tab=summary
24,25,Black Swan,Fox Searc…,"$106,954,678","$1,443,809",2407,https://www.the-numbers.com/movie/Black-Swan#tab=summary
25,26,Robin Hood,Universal,"$105,487,148","$36,063,385",3505,https://www.the-numbers.com/movie/Robin-Hood-(2010)#tab=summary
26,27,The Chronicles of Narnia: The Voyage of the Daw…,20th Cent…,"$104,386,950","$24,005,069",3555,https://www.the-numbers.com/movie/Chronicles-of-Narnia-The-Voyage-of-the-Dawn-Treader-The#tab=summary
27,28,The Expendables,Lionsgate,"$103,068,524","$34,825,135",3398,https://www.the-numbers.com/movie/Expendables-The#tab=summary
28,29,Due Date,Warner Bros.,"$100,539,043","$32,689,406",3365,https://www.the-numbers.com/movie/Due-Date#tab=summary
29,30,Yogi Bear,Warner Bros.,"$100,246,011","$16,411,322",3515,https://www.the-numbers.com/movie/Yogi-Bear#tab=summary
30,31,Date Night,20th Cent…,"$98,711,404","$25,207,599",3380,https://www.the-numbers.com/movie/Date-Night#tab=summary
31,32,The Social Network,Sony Pict…,"$96,962,694","$22,445,653",2921,https://www.the-numbers.com/movie/Social-Network-The-(2010)#tab=summary
32,33,Sex and the City 2,Warner Bros.,"$95,347,692","$31,001,870",3445,https://www.the-numbers.com/movie/Sex-and-the-City-2#tab=summary
33,34,The Book of Eli,Warner Bros.,"$94,835,059","$32,789,494",3111,https://www.the-numbers.com/movie/Book-of-Eli-The#tab=summary
34,35,The Fighter,Paramount…,"$93,617,009","$300,010",2534,https://www.the-numbers.com/movie/Fighter-The-(2010)#tab=summary
35,36,The Town,Warner Bros.,"$92,186,262","$23,808,032",2935,https://www.the-numbers.com/movie/Town-The-(2010)#tab=summary
36,37,Prince of Persia: Sands of Time,Walt Disney,"$90,759,676","$30,095,259",3646,https://www.the-numbers.com/movie/Prince-of-Persia-Sands-of-Time#tab=summary
37,38,Red,Summit En…,"$90,380,162","$21,761,408",3349,https://www.the-numbers.com/movie/Red-(2010)#tab=summary
38,39,Percy Jackson & the Olympians: The Lightning Thief,20th Cent…,"$88,768,303","$31,236,067",3396,https://www.the-numbers.com/movie/Percy-Jackson-and-the-Lightning-Thief#tab=summary
39,40,Paranormal Activity 2,Paramount…,"$84,752,907","$40,678,424",3239,https://www.the-numbers.com/movie/Paranormal-Activity-2-(2010)#tab=summary
40,41,Unstoppable,20th Cent…,"$81,562,942","$22,688,457",3261,https://www.the-numbers.com/movie/Unstoppable#tab=summary
41,42,Eat Pray Love,Sony Pict…,"$80,574,010","$23,104,523",3108,https://www.the-numbers.com/movie/Eat-Pray-Love#tab=summary
42,43,Dear John,Sony Pict…,"$80,014,842","$30,468,614",3062,https://www.the-numbers.com/movie/Dear-John-(2010)#tab=summary
43,44,The A-Team,20th Cent…,"$77,222,099","$25,669,455",3544,https://www.the-numbers.com/movie/A-Team-The#tab=summary
44,45,Knight and Day,20th Cent…,"$76,423,035","$20,139,985",3104,https://www.the-numbers.com/movie/Knight-and-Day#tab=summary
45,46,Dinner for Schmucks,Paramount…,"$73,026,337","$23,527,839",3046,https://www.the-numbers.com/movie/Dinner-for-Schmucks#tab=summary
46,47,The Tourist,Sony Pict…,"$67,631,157","$16,472,458",2756,https://www.the-numbers.com/movie/Tourist-The#tab=summary
47,48,The Bounty Hunter,Sony Pict…,"$67,061,228","$20,686,423",3118,https://www.the-numbers.com/movie/Bounty-Hunter-The#tab=summary
48,49,Diary of a Wimpy Kid,20th Cent…,"$64,003,625","$22,126,166",3083,https://www.the-numbers.com/movie/Diary-of-a-Wimpy-Kid#tab=summary
49,50,The Sorcerer's Apprentice,Walt Disney,"$63,150,991","$17,619,622",3504,https://www.the-numbers.com/movie/Sorcerers-Apprentice-The#tab=summary
50,51,A Nightmare on Elm Street,Warner Bros.,"$63,075,011","$32,902,299",3332,https://www.the-numbers.com/movie/Nightmare-on-Elm-Street-A-(2010)#tab=summary
51,52,The Last Song,Walt Disney,"$62,950,384","$16,007,426",2794,https://www.the-numbers.com/movie/Last-Song-The-(2010)#tab=summary
52,53,The Wolfman,Universal,"$62,189,884","$31,479,235",3223,https://www.the-numbers.com/movie/Wolfman-The-(2010)#tab=summary
53,54,Get Him to the Greek,Universal,"$61,153,526","$17,570,955",2702,https://www.the-numbers.com/movie/Get-Him-to-the-Greek#tab=summary
54,55,Resident Evil: Afterlife,Sony Pict…,"$60,128,566","$26,650,264",3209,https://www.the-numbers.com/movie/Resident-Evil-Afterlife#tab=summary
55,56,Why Did I Get Married Too?,Lionsgate,"$60,095,852","$29,289,537",2155,https://www.the-numbers.com/movie/Why-Did-I-Get-Married-Too#tab=summary
56,57,Tooth Fairy,20th Cent…,"$60,022,256","$14,010,409",3345,https://www.the-numbers.com/movie/Tooth-Fairy#tab=summary
57,58,Secretariat,Walt Disney,"$59,699,513","$12,694,770",3108,https://www.the-numbers.com/movie/Secretariat#tab=summary
58,59,Easy A,Sony Pict…,"$58,401,464","$17,734,040",2974,https://www.the-numbers.com/movie/Easy-A#tab=summary
59,60,Takers,Sony Pict…,"$57,744,720","$20,512,304",2206,https://www.the-numbers.com/movie/Takers-(2010)#tab=summary
60,61,Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,"$55,675,313","$16,112,211",3575,https://www.the-numbers.com/movie/Legend-of-the-Guardians-The-Owls-of-GaHoole#tab=summary
61,62,Life as We Know It,Warner Bros.,"$53,374,681","$14,506,464",3150,https://www.the-numbers.com/movie/Life-as-We-Know-It#tab=summary
62,63,Letters to Juliet,Summit En…,"$53,032,453","$13,540,486",2975,https://www.the-numbers.com/movie/Letters-to-Juliet#tab=summary
63,64,Hubble 3D,Warner Bros.,"$52,600,190","$413,477",151,https://www.the-numbers.com/movie/Hubble-3D#tab=summary
64,65,Wall Street 2: Money Never Sleeps,20th Cent…,"$52,474,616","$19,011,188",3597,https://www.the-numbers.com/movie/Wall-Street-2-Money-Never-Sleeps-(2010)#tab=summary
65,66,Predators,20th Cent…,"$52,000,688","$24,760,882",2669,https://www.the-numbers.com/movie/Robert-Rodriguezs-Predators#tab=summary
66,67,Hot Tub Time Machine,MGM,"$50,269,859","$14,020,502",2771,https://www.the-numbers.com/movie/Hot-Tub-Time-Machine#tab=summary
67,68,Kick-Ass,Lionsgate,"$48,071,303","$19,828,687",3065,https://www.the-numbers.com/movie/Kick-Ass#tab=summary
68,69,Killers,Lionsgate,"$47,059,963","$15,837,266",2859,https://www.the-numbers.com/movie/Killers#tab=summary
69,70,Saw 3D,Lionsgate,"$45,710,178","$24,230,123",2808,https://www.the-numbers.com/movie/Saw-3D-(2010)#tab=summary
70,71,Cop Out,Warner Bros.,"$44,875,481","$18,211,126",3150,https://www.the-numbers.com/movie/Cop-Out#tab=summary
71,72,Cats & Dogs: The Revenge of Kitty Galore,Warner Bros.,"$43,585,753","$12,279,363",3705,https://www.the-numbers.com/movie/Cats-and-Dogs-The-Revenge-of-Kitty-Galore#tab=summary
72,73,Edge of Darkness,Warner Bros.,"$43,313,890","$17,214,384",3066,https://www.the-numbers.com/movie/Edge-of-Darkness#tab=summary
73,74,Gulliver's Travels,20th Cent…,"$42,779,261","$6,307,691",3089,https://www.the-numbers.com/movie/Gullivers-Travels-(2010)#tab=summary
74,75,Death at a Funeral,Sony Pict…,"$42,739,347","$16,217,540",2459,https://www.the-numbers.com/movie/Death-at-a-Funeral-(2010)#tab=summary
75,76,Step Up 3D,Walt Disney,"$42,400,223","$15,812,311",2439,https://www.the-numbers.com/movie/Step-Up-3D#tab=summary
76,77,The Last Exorcism,Lionsgate,"$41,034,350","$20,366,613",2874,https://www.the-numbers.com/movie/Last-Exorcism-The#tab=summary
77,78,Legion,Sony Pict…,"$40,168,080","$17,501,625",2476,https://www.the-numbers.com/movie/Legion#tab=summary
78,79,Burlesque,Sony Pict…,"$39,440,655","$11,947,744",3037,https://www.the-numbers.com/movie/Burlesque#tab=summary
79,80,The Crazies,Overture …,"$39,123,589","$16,067,552",2479,https://www.the-numbers.com/movie/Crazies-The-(2010)#tab=summary
80,81,For Colored Girls,Lionsgate,"$37,729,698","$19,497,324",2127,https://www.the-numbers.com/movie/For-Colored-Girls-Who-Have-Considered-Suicide-When-the-Rainbow-is-Enuf#tab=summary
81,82,The Back-up Plan,CBS Films,"$37,490,007","$12,201,710",3280,https://www.the-numbers.com/movie/Back-up-Plan-The#tab=summary
82,83,Vampires Suck,20th Cent…,"$36,661,504","$12,202,831",3233,https://www.the-numbers.com/movie/Vampires-Suck#tab=summary
83,84,The American,Focus Fea…,"$35,606,376","$13,177,790",2833,https://www.the-numbers.com/movie/American-The#tab=summary
84,85,Green Zone,Universal,"$35,497,337","$14,309,295",3004,https://www.the-numbers.com/movie/Green-Zone#tab=summary
85,86,Devil,Universal,"$33,679,655","$12,289,375",2811,https://www.the-numbers.com/movie/Devil#tab=summary
86,87,Marmaduke,20th Cent…,"$33,644,788","$11,599,661",3213,https://www.the-numbers.com/movie/Marmaduke#tab=summary
87,88,Scott Pilgrim vs. The World,Universal,"$32,841,100","$10,609,795",2820,https://www.the-numbers.com/movie/Scott-Pilgrim-vs-The-World#tab=summary
88,89,Hereafter,Warner Bros.,"$32,746,941","$220,322",2424,https://www.the-numbers.com/movie/Hereafter#tab=summary
89,90,When in Rome,Walt Disney,"$32,680,633","$12,350,041",2456,https://www.the-numbers.com/movie/When-in-Rome#tab=summary
90,91,Love and Other Drugs,20th Cent…,"$32,367,005","$9,739,161",2458,https://www.the-numbers.com/movie/Love-and-Other-Drugs#tab=summary
91,92,She's Out of My League,Paramount…,"$32,010,860","$9,775,278",2958,https://www.the-numbers.com/movie/Shes-Out-of-My-League#tab=summary
92,93,Charlie St. Cloud,Universal,"$31,206,263","$12,381,585",2725,https://www.the-numbers.com/movie/Charlie-St-Cloud#tab=summary
93,94,Morning Glory,Paramount…,"$31,011,732","$9,203,266",2544,https://www.the-numbers.com/movie/Morning-Glory#tab=summary
94,95,How Do You Know?,Sony Pict…,"$30,212,620","$7,484,696",2483,https://www.the-numbers.com/movie/How-Do-You-Know#tab=summary
95,96,Daybreakers,Lionsgate,"$30,101,577","$15,146,692",2523,https://www.the-numbers.com/movie/Daybreakers#tab=summary
96,97,Nanny McPhee and the Big Bang,Universal,"$29,197,642","$8,407,685",2798,https://www.the-numbers.com/movie/Nanny-McPhee-and-the-Big-Bang#tab=summary
97,98,The Switch,Miramax,"$27,758,465","$8,436,713",2017,https://www.the-numbers.com/movie/Switch-The#tab=summary
98,99,Brooklyn's Finest,Overture …,"$27,163,593","$13,350,299",1939,https://www.the-numbers.com/movie/Brooklyns-Finest#tab=summary
99,100,Machete,20th Cent…,"$26,593,646","$11,416,164",2678,https://www.the-numbers.com/movie/Machete-(2010)#tab=summary
