,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
42,43,The Adventures of Tintin,Paramount…,"$77,591,831","$9,720,993",3087,https://www.the-numbers.com/movie/Adventures-of-Tintin-The#tab=summary
43,44,Contagion,Warner Bros.,"$75,658,097","$22,403,596",3222,https://www.the-numbers.com/movie/Contagion#tab=summary
44,45,We Bought a Zoo,20th Cent…,"$75,624,550","$9,360,434",3170,https://www.the-numbers.com/movie/We-Bought-a-Zoo#tab=summary
45,46,Moneyball,Sony Pict…,"$75,605,492","$19,501,302",3018,https://www.the-numbers.com/movie/Moneyball-(2011)#tab=summary
46,47,Jack and Jill,Sony Pict…,"$74,158,157","$25,003,575",3438,https://www.the-numbers.com/movie/Jack-and-Jill#tab=summary
47,48,Hugo,Paramount…,"$73,864,507","$11,364,505",2608,https://www.the-numbers.com/movie/Hugo#tab=summary
48,49,Justin Bieber: Never Say Never,Paramount…,"$73,013,910","$29,514,054",3118,https://www.the-numbers.com/movie/Justin-Bieber-Never-Say-Never#tab=summary
49,50,Dolphin Tale,Warner Bros.,"$72,286,779","$19,152,401",3515,https://www.the-numbers.com/movie/Dolphin-Tale#tab=summary
50,51,No Strings Attached,Paramount…,"$70,662,220","$19,652,921",3050,https://www.the-numbers.com/movie/No-Strings-Attached#tab=summary
51,52,Mr. Poppers's Penguins,20th Cent…,"$68,224,452","$18,445,355",3342,https://www.the-numbers.com/movie/Mr-Poppers-Penguins#tab=summary
52,53,Happy Feet Two,Warner Bros.,"$64,006,466","$21,237,068",3611,https://www.the-numbers.com/movie/Happy-Feet-2#tab=summary
53,54,Unknown,Warner Bros.,"$63,686,397","$21,856,389",3043,https://www.the-numbers.com/movie/Unknown-(2011)#tab=summary
54,55,The Adjustment Bureau,Universal,"$62,495,645","$21,157,730",2847,https://www.the-numbers.com/movie/Adjustment-Bureau-The#tab=summary
55,56,Water for Elephants,20th Cent…,"$58,709,717","$16,842,353",2820,https://www.the-numbers.com/movie/Water-for-Elephants-(2011)#tab=summary
56,57,The Lincoln Lawyer,Lionsgate,"$58,009,200","$13,206,453",2707,https://www.the-numbers.com/movie/Lincoln-Lawyer-The#tab=summary
57,58,Midnight in Paris,Sony Pict…,"$56,816,662","$599,003",1038,https://www.the-numbers.com/movie/Midnight-in-Paris#tab=summary
58,59,Friends with Benefits,Sony Pict…,"$55,802,754","$18,622,150",2926,https://www.the-numbers.com/movie/Friends-with-Benefits#tab=summary
59,60,I am Number Four,Walt Disney,"$55,100,437","$19,449,893",3156,https://www.the-numbers.com/movie/I-am-Number-Four#tab=summary
60,61,Source Code,Summit En…,"$54,712,227","$14,812,094",2971,https://www.the-numbers.com/movie/Source-Code#tab=summary
61,62,New Year’s Eve,Warner Bros.,"$54,544,638","$13,019,180",3505,https://www.the-numbers.com/movie/New-Years-Eve#tab=summary
62,63,Insidious,FilmDistrict,"$54,009,150","$13,271,464",2419,https://www.the-numbers.com/movie/Insidious-(2010)#tab=summary
63,64,Madea’s Big Happy Family,Lionsgate,"$53,345,287","$25,068,677",2288,https://www.the-numbers.com/movie/Madeas-Big-Happy-Family-(2011)#tab=summary
64,65,Diary of a Wimpy Kid: Rodrick Rules,20th Cent…,"$52,698,535","$23,751,502",3169,https://www.the-numbers.com/movie/Diary-of-A-Wimpy-Kid-Rodrick-Rules#tab=summary
65,66,Footloose,Paramount…,"$51,802,742","$15,556,113",3555,https://www.the-numbers.com/movie/Footloose-(2010)#tab=summary
66,67,The Dilemma,Universal,"$48,475,290","$17,816,230",2943,https://www.the-numbers.com/movie/Dilemma-The#tab=summary
67,68,Arthur Christmas,Sony Pict…,"$46,462,469","$12,068,931",3376,https://www.the-numbers.com/movie/Arthur-Christmas#tab=summary
68,69,Hall Pass,Warner Bros.,"$45,060,734","$13,535,374",2950,https://www.the-numbers.com/movie/Hall-Pass#tab=summary
69,70,The Artist,Weinstein…,"$44,667,095","$204,878",1756,https://www.the-numbers.com/movie/Artist-The#tab=summary
70,71,Soul Surfer,Sony Pict…,"$43,853,424","$10,601,862",2240,https://www.the-numbers.com/movie/Soul-Surfer#tab=summary
71,72,Final Destination 5,Warner Bros.,"$42,587,643","$18,031,396",3155,https://www.the-numbers.com/movie/Final-Destination-5#tab=summary
72,73,The Ides of March,Sony Pict…,"$40,962,534","$10,470,143",2199,https://www.the-numbers.com/movie/Ides-of-March-The#tab=summary
73,74,Hanna,Focus Fea…,"$40,259,119","$12,370,549",2545,https://www.the-numbers.com/movie/Hanna#tab=summary
74,75,Something Borrowed,Warner Bros.,"$39,046,489","$13,945,368",2904,https://www.the-numbers.com/movie/Something-Borrowed#tab=summary
75,76,Spy Kids: All the Time in the World,Weinstein…,"$38,536,376","$11,644,672",3305,https://www.the-numbers.com/movie/Spy-Kids-4-All-the-Time-in-the-World#tab=summary
76,77,Scream 4,Weinstein…,"$38,180,928","$18,692,090",3314,https://www.the-numbers.com/movie/Scream-4#tab=summary
77,78,"Big Mommas: Like Father, Like Son",20th Cent…,"$37,915,414","$16,300,803",2821,https://www.the-numbers.com/movie/Big-Mommas-Like-Father-Like-Son#tab=summary
78,79,Red Riding Hood,Warner Bros.,"$37,662,162","$14,005,335",3030,https://www.the-numbers.com/movie/Red-Riding-Hood#tab=summary
79,80,In Time,20th Cent…,"$37,553,932","$12,050,368",3127,https://www.the-numbers.com/movie/In-Time#tab=summary
80,81,Paul,Universal,"$37,412,945","$13,043,310",2806,https://www.the-numbers.com/movie/Paul#tab=summary
81,82,J. Edgar,Warner Bros.,"$37,306,030","$11,217,324",1985,https://www.the-numbers.com/movie/J-Edgar#tab=summary
82,83,The Roommate,Sony Pict…,"$37,300,107","$15,002,635",2534,https://www.the-numbers.com/movie/Roommate-The#tab=summary
83,84,Jumping the Broom,Sony Pict…,"$37,295,394","$15,215,487",2035,https://www.the-numbers.com/movie/Jumping-the-Broom-(2010)#tab=summary
84,85,The Change-Up,Universal,"$37,243,418","$13,531,115",2913,https://www.the-numbers.com/movie/Change-Up-The#tab=summary
85,86,30 Minutes or Less,Sony Pict…,"$37,053,924","$13,330,118",2888,https://www.the-numbers.com/movie/30-Minutes-or-Less#tab=summary
86,87,Born to be Wild 3D,Warner Bros.,"$36,669,628","$871,478",208,https://www.the-numbers.com/movie/Born-to-be-Wild-3D#tab=summary
87,88,Colombiana,Sony Pict…,"$36,665,854","$10,408,176",2614,https://www.the-numbers.com/movie/Colombiana#tab=summary
88,89,Sucker Punch,Warner Bros.,"$36,392,502","$19,058,199",3033,https://www.the-numbers.com/movie/Suckerpunch#tab=summary
89,90,Larry Crowne,Universal,"$35,608,245","$13,096,065",2976,https://www.the-numbers.com/movie/Larry-Crowne#tab=summary
90,91,A Very Harold & Kumar 3D Christmas,Warner Bros.,"$35,061,031","$12,954,142",2875,https://www.the-numbers.com/movie/Very-Harold-and-Kumar-Christmas-A#tab=summary
91,92,Drive,FilmDistrict,"$35,060,689","$11,340,461",2904,https://www.the-numbers.com/movie/Drive#tab=summary
92,93,Courageous,Sony Pict…,"$35,017,223","$9,112,839",1214,https://www.the-numbers.com/movie/Courageous#tab=summary
93,94,50/50,Summit En…,"$35,016,118","$8,644,095",2479,https://www.the-numbers.com/movie/5050#tab=summary
94,95,The Rite,Warner Bros.,"$33,047,633","$14,789,393",2985,https://www.the-numbers.com/movie/Rite-The#tab=summary
95,96,Arthur,Warner Bros.,"$33,035,397","$12,222,756",3276,https://www.the-numbers.com/movie/Arthur-(2010)#tab=summary
96,97,Extremely Loud and Incredibly Close,Warner Bros.,"$31,847,881","$72,348",2630,https://www.the-numbers.com/movie/Extremely-Loud-and-Incredibly-Close#tab=summary
97,98,The Debt,Focus Fea…,"$31,177,548","$9,909,499",1876,https://www.the-numbers.com/movie/Debt-The#tab=summary
98,99,The Sitter,20th Cent…,"$30,542,576","$9,851,435",2752,https://www.the-numbers.com/movie/Sitter-The#tab=summary
99,100,Priest,Sony Pict…,"$29,136,626","$14,953,664",2864,https://www.the-numbers.com/movie/Priest-(2010)#tab=summary
