,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
0,1,Harry Potter and the Deathly Hallows: Part II,Warner Bros.,"$381,193,157","$169,189,427",4375,https://www.the-numbers.com/movie/Harry-Potter-and-the-Deathly-Hallows-Part-II#tab=summary
1,2,Transformers: Dark of the Moon,Paramount…,"$352,390,543","$97,852,865",4107,https://www.the-numbers.com/movie/Transformers-Dark-of-the-Moon-(2011)#tab=summary
2,3,"The Twilight Saga: Breaking Dawn, Part 1",Summit En…,"$281,287,133","$138,122,261",4066,https://www.the-numbers.com/movie/Twilight-Saga-Breaking-Dawn-Part-1-The#tab=summary
3,4,The Hangover Part II,Warner Bros.,"$254,464,305","$85,946,294",3675,https://www.the-numbers.com/movie/Hangover-Part-II-The#tab=summary
4,5,Pirates of the Caribbean: On Stranger Tides,Walt Disney,"$241,071,802","$90,151,958",4164,https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-On-Stranger-Tides#tab=summary
5,6,Fast Five,Universal,"$210,031,325","$86,198,765",3793,https://www.the-numbers.com/movie/Fast-Five#tab=summary
6,7,Mission: Impossible—Ghost Protocol,Paramount…,"$209,397,903","$12,785,204",3555,https://www.the-numbers.com/movie/Mission-Impossible-Ghost-Protocol#tab=summary
7,8,Cars 2,Walt Disney,"$191,450,875","$66,135,507",4115,https://www.the-numbers.com/movie/Cars-2#tab=summary
8,9,Sherlock Holmes: A Game of Shadows,Warner Bros.,"$186,848,418","$39,637,079",3703,https://www.the-numbers.com/movie/Sherlock-Holmes-A-Game-of-Shadows-(2011)#tab=summary
9,10,Thor,Paramount…,"$181,030,624","$65,723,338",3963,https://www.the-numbers.com/movie/Thor#tab=summary
10,11,Rise of the Planet of the Apes,20th Cent…,"$176,760,185","$54,806,191",3691,https://www.the-numbers.com/movie/Rise-of-the-Planet-of-the-Apes#tab=summary
11,12,Captain America: The First Avenger,Paramount…,"$176,654,505","$65,058,524",3715,https://www.the-numbers.com/movie/Captain-America-The-First-Avenger#tab=summary
12,13,The Help,Walt Disney,"$169,705,587","$26,044,590",3014,https://www.the-numbers.com/movie/Help-The#tab=summary
13,14,Bridesmaids,Universal,"$169,211,718","$26,247,410",2958,https://www.the-numbers.com/movie/Bridesmaids#tab=summary
14,15,Kung Fu Panda 2,Paramount…,"$165,249,063","$47,656,302",3952,https://www.the-numbers.com/movie/Kung-Fu-Panda-2#tab=summary
15,16,Puss in Boots,Paramount…,"$149,260,504","$34,077,439",3963,https://www.the-numbers.com/movie/Puss-in-Boots#tab=summary
16,17,X-Men: First Class,20th Cent…,"$146,408,305","$55,101,604",3692,https://www.the-numbers.com/movie/X-Men-First-Class#tab=summary
17,18,Rio,20th Cent…,"$143,619,809","$39,225,962",3842,https://www.the-numbers.com/movie/Rio#tab=summary
18,19,The Smurfs,Sony Pict…,"$142,614,158","$35,611,637",3427,https://www.the-numbers.com/movie/Smurfs-The#tab=summary
19,20,Alvin and the Chipmunks: Chipwrecked,20th Cent…,"$133,107,389","$23,244,744",3734,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-Chipwrecked#tab=summary
20,21,Super 8,Paramount…,"$127,004,179","$35,451,168",3424,https://www.the-numbers.com/movie/Super-8#tab=summary
21,22,Rango,Paramount…,"$123,477,607","$38,079,323",3923,https://www.the-numbers.com/movie/Rango#tab=summary
22,23,Horrible Bosses,Warner Bros.,"$117,538,559","$28,302,165",3134,https://www.the-numbers.com/movie/Horrible-Bosses#tab=summary
23,24,Green Lantern,Warner Bros.,"$116,601,172","$53,174,303",3816,https://www.the-numbers.com/movie/Green-Lantern-(2011)#tab=summary
24,25,Hop,Universal,"$108,085,305","$37,543,710",3616,https://www.the-numbers.com/movie/Hop#tab=summary
25,26,Paranormal Activity 3,Paramount…,"$104,028,807","$52,568,183",3329,https://www.the-numbers.com/movie/Paranormal-Activity-3#tab=summary
26,27,Just Go With It,Sony Pict…,"$103,028,109","$30,514,732",3548,https://www.the-numbers.com/movie/Just-Go-With-It-(2011)#tab=summary
27,28,The Girl with the Dragon Tattoo,Sony Pict…,"$102,515,793","$12,768,604",2950,https://www.the-numbers.com/movie/Girl-with-the-Dragon-Tattoo-The#tab=summary
28,29,Cowboys and Aliens,Universal,"$100,368,560","$36,431,290",3754,https://www.the-numbers.com/movie/Cowboys-and-Aliens#tab=summary
29,30,Bad Teacher,Sony Pict…,"$100,292,856","$31,603,106",3049,https://www.the-numbers.com/movie/Bad-Teacher#tab=summary
30,31,Gnomeo and Juliet,Walt Disney,"$99,967,670","$25,356,909",3037,https://www.the-numbers.com/movie/Gnomeo-and-Juliet#tab=summary
31,32,The Green Hornet,Sony Pict…,"$98,780,042","$33,526,876",3584,https://www.the-numbers.com/movie/Green-Hornet-The#tab=summary
32,33,The Muppets,Walt Disney,"$88,625,922","$29,239,026",3440,https://www.the-numbers.com/movie/Muppets-The#tab=summary
33,34,Real Steel,Walt Disney,"$85,463,309","$27,319,677",3440,https://www.the-numbers.com/movie/Real-Steel#tab=summary
34,35,"Crazy, Stupid, Love",Warner Bros.,"$84,351,197","$19,104,303",3020,https://www.the-numbers.com/movie/Crazy-Stupid-Love#tab=summary
35,36,Battle: Los Angeles,Sony Pict…,"$83,552,429","$35,573,187",3417,https://www.the-numbers.com/movie/Battle-Los-Angeles#tab=summary
36,37,Immortals,Relativity,"$83,504,017","$32,206,425",3120,https://www.the-numbers.com/movie/Immortals#tab=summary
37,38,The Descendants,Fox Searc…,"$82,624,961","$1,190,096",2038,https://www.the-numbers.com/movie/Descendants-The#tab=summary
38,39,Zookeeper,Sony Pict…,"$80,360,866","$20,065,617",3482,https://www.the-numbers.com/movie/Zookeeper#tab=summary
39,40,War Horse,Walt Disney,"$79,883,359","$7,515,402",2856,https://www.the-numbers.com/movie/War-Horse#tab=summary
40,41,Limitless,Relativity,"$79,249,455","$18,907,302",2838,https://www.the-numbers.com/movie/Limitless-(2011)#tab=summary
41,42,Tower Heist,Universal,"$78,046,570","$24,025,190",3370,https://www.the-numbers.com/movie/Tower-Heist#tab=summary
