,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
0,1,The Hunger Games: Catching Fire,Lionsgate,"$424,668,047","$158,074,286",4163,https://www.the-numbers.com/movie/Hunger-Games-Catching-Fire-The#tab=summary
1,2,Iron Man 3,Walt Disney,"$408,992,272","$174,144,585",4253,https://www.the-numbers.com/movie/Iron-Man-3#tab=summary
2,3,Frozen,Walt Disney,"$400,953,009","$243,390",3742,https://www.the-numbers.com/movie/Frozen-(2013)#tab=summary
3,4,Despicable Me 2,Universal,"$368,065,385","$84,227,980",4003,https://www.the-numbers.com/movie/Despicable-Me-2#tab=summary
4,5,Man of Steel,Warner Bros.,"$291,045,518","$116,619,362",4207,https://www.the-numbers.com/movie/Man-of-Steel#tab=summary
5,6,Gravity,Warner Bros.,"$274,092,705","$55,785,112",3820,https://www.the-numbers.com/movie/Gravity#tab=summary
6,7,Monsters University,Walt Disney,"$268,488,329","$82,429,469",4004,https://www.the-numbers.com/movie/Monsters-University#tab=summary
7,8,The Hobbit: The Desolation of Smaug,Warner Bros.,"$258,241,522","$73,645,197",3928,https://www.the-numbers.com/movie/Hobbit-The-Desolation-of-Smaug-The#tab=summary
8,9,Fast and Furious 6,Universal,"$238,679,850","$97,375,245",3771,https://www.the-numbers.com/movie/Fast-and-Furious-6#tab=summary
9,10,Oz the Great and Powerful,Walt Disney,"$234,770,996","$79,110,453",3912,https://www.the-numbers.com/movie/Oz-The-Great-and-Powerful#tab=summary
10,11,Star Trek Into Darkness,Paramount…,"$228,778,661","$70,165,559",3907,https://www.the-numbers.com/movie/Star-Trek-Into-Darkness#tab=summary
11,12,Thor: The Dark World,Walt Disney,"$206,362,140","$85,737,841",3841,https://www.the-numbers.com/movie/Thor-The-Dark-World#tab=summary
12,13,World War Z,Paramount…,"$202,706,711","$66,411,834",3607,https://www.the-numbers.com/movie/World-War-Z#tab=summary
13,14,The Croods,20th Cent…,"$187,168,425","$43,639,736",4065,https://www.the-numbers.com/movie/Croods-The#tab=summary
14,15,The Heat,20th Cent…,"$159,581,587","$39,115,043",3184,https://www.the-numbers.com/movie/Heat-The#tab=summary
15,16,We’re the Millers,Warner Bros.,"$150,394,119","$26,419,396",3445,https://www.the-numbers.com/movie/Were-the-Millers#tab=summary
16,17,American Hustle,Sony Pict…,"$150,098,456","$740,455",2629,https://www.the-numbers.com/movie/American-Hustle#tab=summary
17,18,The Great Gatsby,Warner Bros.,"$144,840,419","$50,085,184",3550,https://www.the-numbers.com/movie/Great-Gatsby-The-(2011)#tab=summary
18,19,The Conjuring,Warner Bros.,"$137,400,141","$41,855,326",3115,https://www.the-numbers.com/movie/Conjuring-The#tab=summary
19,20,Identity Thief,Universal,"$134,506,920","$34,551,025",3230,https://www.the-numbers.com/movie/Identity-Thief#tab=summary
20,21,Grown Ups 2,Sony Pict…,"$133,668,525","$41,508,572",3491,https://www.the-numbers.com/movie/Grown-Ups-2#tab=summary
21,22,The Wolverine,20th Cent…,"$132,556,852","$53,113,752",3924,https://www.the-numbers.com/movie/Wolverine-The#tab=summary
22,23,Anchorman 2: The Legend Continues,Paramount…,"$127,413,176","$26,232,425",3507,https://www.the-numbers.com/movie/Anchorman-2#tab=summary
23,24,Lone Survivor,Universal,"$125,095,601","$90,872",3285,https://www.the-numbers.com/movie/Lone-Survivor#tab=summary
24,25,G.I. Joe: Retaliation,Paramount…,"$122,523,060","$40,501,814",3734,https://www.the-numbers.com/movie/GI-Joe-Retaliation#tab=summary
25,26,Cloudy with a Chance of Meatballs 2,Sony Pict…,"$119,793,567","$34,017,930",4001,https://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs-2#tab=summary
26,27,Now You See Me,Lionsgate,"$117,723,989","$29,350,389",3082,https://www.the-numbers.com/movie/Now-You-See-Me#tab=summary
27,28,The Wolf of Wall Street,Paramount…,"$116,949,183","$18,410,067",2557,https://www.the-numbers.com/movie/Wolf-of-Wall-Street-The#tab=summary
28,29,Lee Daniels' The Butler,Weinstein…,"$116,632,095","$24,637,312",3330,https://www.the-numbers.com/movie/Butler-The#tab=summary
29,30,The Hangover 3,Warner Bros.,"$112,200,072","$41,671,198",3565,https://www.the-numbers.com/movie/Hangover-3-The#tab=summary
30,31,Epic,20th Cent…,"$107,518,682","$33,531,068",3894,https://www.the-numbers.com/movie/Epic#tab=summary
31,32,Captain Phillips,Sony Pict…,"$107,136,417","$25,718,314",3143,https://www.the-numbers.com/movie/Captain-Phillips#tab=summary
32,33,Jackass Presents: Bad Grandpa,Paramount…,"$102,003,019","$32,055,177",3345,https://www.the-numbers.com/movie/Jackass-Presents-Bad-Grandpa#tab=summary
33,34,Pacific Rim,Warner Bros.,"$101,802,906","$37,285,325",3285,https://www.the-numbers.com/movie/Pacific-Rim#tab=summary
34,35,This is the End,Sony Pict…,"$101,470,202","$20,719,162",3055,https://www.the-numbers.com/movie/This-is-the-End#tab=summary
35,36,Olympus Has Fallen,FilmDistrict,"$98,927,592","$30,373,794",3106,https://www.the-numbers.com/movie/Olympus-Has-Fallen#tab=summary
36,37,42,Warner Bros.,"$95,020,213","$27,487,144",3405,https://www.the-numbers.com/movie/42-(2013)#tab=summary
37,38,Elysium,Sony Pict…,"$93,050,117","$29,807,393",3284,https://www.the-numbers.com/movie/Elysium#tab=summary
38,39,Disney Planes,Walt Disney,"$90,282,580","$22,232,291",3716,https://www.the-numbers.com/movie/Planes#tab=summary
39,40,The Lone Ranger,Walt Disney,"$89,302,115","$29,210,849",3904,https://www.the-numbers.com/movie/Lone-Ranger-The#tab=summary
40,41,Oblivion,Universal,"$89,107,235","$37,054,485",3792,https://www.the-numbers.com/movie/Oblivion-(2013)#tab=summary
41,42,Insidious Chapter 2,FilmDistrict,"$83,586,447","$40,272,103",3155,https://www.the-numbers.com/movie/Insidious-Chapter-2#tab=summary
42,43,Saving Mr. Banks,Walt Disney,"$83,299,761","$413,373",2671,https://www.the-numbers.com/movie/Saving-Mr-Banks#tab=summary
43,44,Turbo,20th Cent…,"$83,028,130","$21,312,625",3809,https://www.the-numbers.com/movie/Turbo#tab=summary
44,45,2 Guns,Universal,"$75,612,460","$27,059,130",3028,https://www.the-numbers.com/movie/2-Guns#tab=summary
45,46,White House Down,Sony Pict…,"$73,103,784","$24,852,258",3222,https://www.the-numbers.com/movie/White-House-Down#tab=summary
46,47,Mama,Universal,"$71,628,180","$28,402,310",2781,https://www.the-numbers.com/movie/Mama#tab=summary
47,48,Safe Haven,Relativity,"$71,399,120","$21,401,594",3223,https://www.the-numbers.com/movie/Safe-Haven#tab=summary
48,49,The Smurfs 2,Sony Pict…,"$71,017,784","$17,548,389",3867,https://www.the-numbers.com/movie/Smurfs-2-The#tab=summary
49,50,The Best Man Holiday,Universal,"$70,525,195","$30,107,555",2041,https://www.the-numbers.com/movie/Best-Man-Holiday-The#tab=summary
50,51,Percy Jackson: Sea of Monsters,20th Cent…,"$68,559,554","$14,401,054",3080,https://www.the-numbers.com/movie/Percy-Jackson-Sea-of-Monsters#tab=summary
51,52,A Good Day to Die Hard,20th Cent…,"$67,349,198","$24,834,845",3555,https://www.the-numbers.com/movie/Die-Hard-5#tab=summary
52,53,Warm Bodies,Lionsgate,"$66,380,662","$20,353,967",3009,https://www.the-numbers.com/movie/Warm-Bodies#tab=summary
53,54,Jack the Giant Slayer,Warner Bros.,"$65,187,603","$27,202,226",3525,https://www.the-numbers.com/movie/Jack-the-Giant-Slayer#tab=summary
54,55,The Purge,Universal,"$64,473,115","$34,058,360",2591,https://www.the-numbers.com/movie/Purge-The#tab=summary
55,56,Last Vegas,CBS Films,"$63,914,167","$16,334,566",3237,https://www.the-numbers.com/movie/Last-Vegas-(2013)#tab=summary
56,57,Ender's Game,Lionsgate,"$61,737,191","$27,017,351",3407,https://www.the-numbers.com/movie/Enders-Game#tab=summary
57,58,Prisoners,Warner Bros.,"$61,002,302","$20,817,053",3290,https://www.the-numbers.com/movie/Prisoners#tab=summary
58,59,After Earth,Sony Pict…,"$60,522,097","$27,520,040",3401,https://www.the-numbers.com/movie/After-Earth#tab=summary
59,60,The Secret Life of Walter Mitty,20th Cent…,"$58,236,838","$12,765,508",2922,https://www.the-numbers.com/movie/Secret-Life-of-Walter-Mitty-The-(2012)#tab=summary
60,61,Escape From Planet Earth,Weinstein…,"$57,012,977","$15,891,055",3353,https://www.the-numbers.com/movie/Escape-From-Planet-Earth#tab=summary
61,62,12 Years a Slave,Fox Searc…,"$56,671,993","$923,715",1474,https://www.the-numbers.com/movie/12-Years-a-Slave#tab=summary
62,63,Free Birds,Relativity,"$55,750,480","$15,805,237",3736,https://www.the-numbers.com/movie/Free-Birds#tab=summary
63,64,Hansel & Gretel: Witch Hunters,Paramount…,"$55,703,475","$19,690,956",3375,https://www.the-numbers.com/movie/Hansel-and-Gretel-Witch-Hunters#tab=summary
64,65,Evil Dead,Sony Pict…,"$54,239,856","$25,775,847",3025,https://www.the-numbers.com/movie/Evil-Dead-Remake#tab=summary
65,66,RED 2,Lionsgate,"$53,262,560","$18,048,422",3016,https://www.the-numbers.com/movie/RED-2#tab=summary
66,67,Tyler Perry's A Madea Christmas,Lionsgate,"$52,543,354","$16,007,634",2194,https://www.the-numbers.com/movie/Tyler-Perrys-A-Madea-Christmas#tab=summary
