,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
0,1,Avengers: Endgame,Walt Disney,"$858,373,000","$357,115,007",4662,https://www.the-numbers.com/movie/Avengers-Endgame-(2019)#tab=summary
1,2,The Lion King,Walt Disney,"$543,638,043","$191,770,759",4802,https://www.the-numbers.com/movie/Lion-King-The-(Live-Action)-(2019)#tab=summary
2,3,Star Wars: The Rise of Skywalker,Walt Disney,"$515,202,542","$177,383,864",4406,https://www.the-numbers.com/movie/Star-Wars-The-Rise-of-Skywalker-(2019)#tab=summary
3,4,Frozen II,Walt Disney,"$477,373,578","$130,263,358",4440,https://www.the-numbers.com/movie/Frozen-II-(2019)#tab=summary
4,5,Toy Story 4,Walt Disney,"$434,038,008","$120,908,065",4575,https://www.the-numbers.com/movie/Toy-Story-4-(2019)#tab=summary
5,6,Captain Marvel,Walt Disney,"$426,829,839","$153,433,423",4310,https://www.the-numbers.com/movie/Captain-Marvel-(2019)#tab=summary
6,7,Spider-Man: Far From Home,Sony Pict…,"$390,532,085","$92,579,212",4634,https://www.the-numbers.com/movie/Spider-Man-Far-From-Home-(2019)#tab=summary
7,8,Aladdin,Walt Disney,"$355,559,216","$91,500,929",4476,https://www.the-numbers.com/movie/Aladdin-(2019)#tab=summary
8,9,Joker,Warner Bros.,"$335,451,311","$96,202,337",4374,https://www.the-numbers.com/movie/Joker-(2019)#tab=summary
9,10,Jumanji: The Next Level,Sony Pict…,"$316,831,246","$59,251,543",4227,https://www.the-numbers.com/movie/Jumanji-The-Next-Level#tab=summary
10,11,It: Chapter Two,Warner Bros.,"$211,593,228","$91,062,152",4570,https://www.the-numbers.com/movie/It-Chapter-Two-(2019)#tab=summary
11,12,Us,Universal,"$175,084,580","$71,117,625",3743,https://www.the-numbers.com/movie/Us-(2019)#tab=summary
12,13,Fast & Furious Presents: Hobbs & Shaw,Universal,"$173,956,935","$60,038,950",4344,https://www.the-numbers.com/movie/Fast-and-Furious-Presents-Hobbs-and-Shaw-(2019)#tab=summary
13,14,John Wick: Chapter 3 — Parabellum,Lionsgate,"$171,016,727","$56,818,067",3850,https://www.the-numbers.com/movie/John-Wick-Chapter-3-Parabellum-(2019)#tab=summary
14,15,Knives Out,Lionsgate,"$165,364,060","$26,769,548",3461,https://www.the-numbers.com/movie/Knives-Out-(2019)#tab=summary
15,16,How to Train Your Dragon: The Hidden World,Universal,"$160,799,505","$55,022,245",4286,https://www.the-numbers.com/movie/How-to-Train-Your-Dragon-The-Hidden-World-(2019)#tab=summary
16,17,1917,Universal,"$159,227,644","$576,216",3987,https://www.the-numbers.com/movie/1917-(2019)#tab=summary
