,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
17,18,The Secret Life of Pets 2,Universal,"$158,874,395","$46,652,680",4564,https://www.the-numbers.com/movie/Secret-Life-of-Pets-2-The-(2019)#tab=summary
18,19,Pokémon: Detective Pikachu,Warner Bros.,"$144,105,346","$54,365,242",4248,https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary
19,20,Once Upon a Time…in Hollywood,Sony Pict…,"$142,502,728","$41,082,018",3659,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019)#tab=summary
20,21,Shazam!,Warner Bros.,"$140,371,656","$53,505,326",4306,https://www.the-numbers.com/movie/Shazam-(2019)#tab=summary
21,22,Ford v. Ferrari,20th Cent…,"$117,624,357","$31,474,958",3746,https://www.the-numbers.com/movie/Ford-v-Ferrari-(2019)#tab=summary
22,23,Dumbo,Walt Disney,"$114,766,307","$45,990,748",4259,https://www.the-numbers.com/movie/Dumbo-(2019)#tab=summary
23,24,Maleficent: Mistress of Evil,Walt Disney,"$113,929,605","$36,948,713",3820,https://www.the-numbers.com/movie/Maleficent-Mistress-of-Evil-(2019)#tab=summary
24,25,Glass,Universal,"$111,048,468","$40,328,920",3844,https://www.the-numbers.com/movie/Glass-(2019)#tab=summary
25,26,Godzilla: King of the Monsters,Warner Bros.,"$110,500,138","$47,776,293",4108,https://www.the-numbers.com/movie/Godzilla-King-of-the-Monsters-(2019)#tab=summary
26,27,The Upside,STX Enter…,"$108,235,497","$20,355,000",3568,https://www.the-numbers.com/movie/Upside-The-(2019)#tab=summary
27,28,Little Women,Sony Pict…,"$108,095,955","$16,755,310",3308,https://www.the-numbers.com/movie/Little-Women-(2019)#tab=summary
28,29,The LEGO Movie 2: The Second Part,Warner Bros.,"$105,806,508","$34,115,335",4303,https://www.the-numbers.com/movie/Lego-Movie-2-The-Second-Part-The-(2019)#tab=summary
29,30,Hustlers,STX Enter…,"$104,963,598","$33,181,361",3525,https://www.the-numbers.com/movie/Hustlers-(2019)#tab=summary
30,31,The Addams Family,United Ar…,"$97,864,733","$30,300,007",4207,https://www.the-numbers.com/movie/Addams-Family-The-(2019)#tab=summary
31,32,Downton Abbey,Focus Fea…,"$96,853,865","$31,033,665",3548,https://www.the-numbers.com/movie/Downton-Abbey-(UK)-(2019)#tab=summary
32,33,Rocketman,Paramount…,"$96,368,160","$25,725,722",3610,https://www.the-numbers.com/movie/Rocketman-(UK)-(2019)#tab=summary
33,34,Alita: Battle Angel,20th Cent…,"$85,838,210","$28,525,613",3802,https://www.the-numbers.com/movie/Alita-Battle-Angel-(2019)#tab=summary
34,35,Good Boys,Universal,"$83,140,306","$21,402,605",3458,https://www.the-numbers.com/movie/Good-Boys-(2019)#tab=summary
35,36,Men in Black: International,Sony Pict…,"$80,001,807","$30,035,838",4224,https://www.the-numbers.com/movie/Men-in-Black-International-(2019)#tab=summary
36,37,Annabelle Comes Home,Warner Bros.,"$74,152,591","$20,269,723",3613,https://www.the-numbers.com/movie/Annabelle-Comes-Home-(2019)#tab=summary
37,38,Yesterday,Universal,"$73,286,650","$17,010,050",2755,https://www.the-numbers.com/movie/Yesterday-(UK)-(2019)#tab=summary
38,39,Tyler Perry’s A Madea Family Funeral,Lionsgate,"$73,257,045","$27,062,332",2442,https://www.the-numbers.com/movie/Tyler-Perrys-A-Madea-Family-Funeral-(2019)#tab=summary
39,40,Zombieland: Double Tap,Sony Pict…,"$73,118,130","$26,803,104",3468,https://www.the-numbers.com/movie/Zombieland-Double-Tap-(2019)#tab=summary
40,41,Angel Has Fallen,Lionsgate,"$69,030,436","$21,380,987",3336,https://www.the-numbers.com/movie/Angel-Has-Fallen-(2019)#tab=summary
41,42,Scary Stories to Tell in the Dark,Lionsgate,"$68,947,075","$20,915,346",3135,https://www.the-numbers.com/movie/Scary-Stories-to-Tell-in-the-Dark-(2019)#tab=summary
42,43,Spies in Disguise,20th Cent…,"$66,757,013","$13,354,798",3502,https://www.the-numbers.com/movie/Spies-in-Disguise-(2019)#tab=summary
43,44,Dark Phoenix,20th Cent…,"$65,845,974","$32,828,348",3721,https://www.the-numbers.com/movie/Dark-Phoenix-(2019)#tab=summary
44,45,Terminator: Dark Fate,Paramount…,"$62,253,077","$29,033,832",4086,https://www.the-numbers.com/movie/Terminator-Dark-Fate-(2019)#tab=summary
45,46,A Beautiful Day in the Neighborhood,Sony Pict…,"$61,696,436","$13,251,238",3491,https://www.the-numbers.com/movie/Beautiful-Day-in-the-Neighborhood-A-(2019)#tab=summary
46,47,Abominable,Universal,"$60,761,390","$20,612,100",4248,https://www.the-numbers.com/movie/Abominable-(2019)#tab=summary
47,48,Dora and the Lost City of Gold,Paramount…,"$60,477,943","$17,431,588",3735,https://www.the-numbers.com/movie/Dora-and-the-Lost-City-of-Gold-(2019)#tab=summary
48,49,Escape Room,Sony Pict…,"$57,000,756","$18,238,172",2717,https://www.the-numbers.com/movie/Escape-Room-(2019)#tab=summary
49,50,Midway,Lionsgate,"$56,846,802","$17,897,419",3242,https://www.the-numbers.com/movie/Midway-(2019)#tab=summary
50,51,The Curse of La Llorona,Warner Bros.,"$54,733,739","$26,347,631",3372,https://www.the-numbers.com/movie/Curse-of-La-Llorona-The-(2019)#tab=summary
51,52,Pet Sematary,Paramount…,"$54,724,696","$24,502,775",3585,https://www.the-numbers.com/movie/Pet-Sematary-(2019)#tab=summary
52,53,What Men Want,Paramount…,"$54,611,903","$18,232,087",2912,https://www.the-numbers.com/movie/What-Men-Want-(2019)#tab=summary
53,54,Gisaengchung,Neon,"$53,369,745","$393,216",2001,https://www.the-numbers.com/movie/gi-saeng-chung-(South-Korea)-(2019)#tab=summary
54,55,Ad Astra,20th Cent…,"$50,188,370","$19,001,398",3460,https://www.the-numbers.com/movie/Ad-Astra-(2019)#tab=summary
55,56,Uncut Gems,A24,"$50,023,780","$537,242",2686,https://www.the-numbers.com/movie/Uncut-Gems#tab=summary
56,57,Isn’t it Romantic,Warner Bros.,"$48,791,187","$14,247,758",3444,https://www.the-numbers.com/movie/Isnt-it-Romantic-(2019)#tab=summary
57,58,Gemini Man,Paramount…,"$48,546,770","$20,552,372",3642,https://www.the-numbers.com/movie/Gemini-Man-(2019)#tab=summary
58,59,MA,Universal,"$45,896,028","$18,099,805",2816,https://www.the-numbers.com/movie/Ma-(2019)#tab=summary
59,60,Five Feet Apart,Lionsgate,"$45,729,221","$13,190,286",2866,https://www.the-numbers.com/movie/Five-Feet-Apart-(2019)#tab=summary
60,61,Wonder Park,Paramount…,"$45,216,793","$15,853,646",3838,https://www.the-numbers.com/movie/Wonder-Park-(2019)#tab=summary
61,62,Rambo: Last Blood,Lionsgate,"$44,819,352","$18,872,919",3618,https://www.the-numbers.com/movie/Rambo-Last-Blood-(2019)#tab=summary
62,63,Playing with Fire,Paramount…,"$44,451,847","$12,723,781",3125,https://www.the-numbers.com/movie/Playing-with-Fire-(2019)#tab=summary
63,64,Queen & Slim,Universal,"$43,808,310","$11,890,490",1715,https://www.the-numbers.com/movie/Queen-and-Slim-(2019)#tab=summary
64,65,Harriet,Focus Fea…,"$43,082,155","$11,676,720",2186,https://www.the-numbers.com/movie/Harriet-(2019)#tab=summary
65,66,A Dog’s Way Home,Sony Pict…,"$41,952,715","$11,251,263",3090,https://www.the-numbers.com/movie/Dogs-Way-Home-A-(2019)#tab=summary
66,67,The Angry Birds Movie 2,Sony Pict…,"$41,657,076","$10,354,073",3869,https://www.the-numbers.com/movie/Angry-Birds-Movie-2-The-(2019)#tab=summary
67,68,Little,Universal,"$40,860,481","$15,405,455",2667,https://www.the-numbers.com/movie/Little-(2019)#tab=summary
68,69,Breakthrough,20th Cent…,"$40,713,082","$11,282,333",2913,https://www.the-numbers.com/movie/Breakthrough-(2019)#tab=summary
69,70,Crawl,Paramount…,"$39,014,193","$12,005,210",3170,https://www.the-numbers.com/movie/Crawl-(2019)#tab=summary
70,71,Just Mercy,Warner Bros.,"$36,001,502","$107,858",2457,https://www.the-numbers.com/movie/Just-Mercy#tab=summary
71,72,The Hustle,United Ar…,"$35,417,038","$13,007,709",3077,https://www.the-numbers.com/movie/Hustle-The-(2019)#tab=summary
72,73,The Intruder,Sony Pict…,"$35,388,976","$10,855,054",2231,https://www.the-numbers.com/movie/Intruder-The-(2019)#tab=summary
73,74,Last Christmas,Universal,"$35,150,750","$11,441,055",3454,https://www.the-numbers.com/movie/Last-Christmas-(UK)-(2019)#tab=summary
74,75,Overcomer,Sony Pict…,"$34,700,142","$8,146,533",2293,https://www.the-numbers.com/movie/Overcomer-(2019)#tab=summary
75,76,Jojo Rabbit,Fox Searc…,"$33,370,906","$349,555",1173,https://www.the-numbers.com/movie/Jojo-Rabbit-(Germany)-(2019)#tab=summary
76,77,Cold Pursuit,Lionsgate,"$32,138,862","$11,030,233",2630,https://www.the-numbers.com/movie/Cold-Pursuit-(2019)#tab=summary
77,78,Bombshell,Lionsgate,"$31,762,808","$319,157",1721,https://www.the-numbers.com/movie/Bombshell#tab=summary
78,79,Doctor Sleep,Warner Bros.,"$31,581,712","$14,114,124",3855,https://www.the-numbers.com/movie/Doctor-Sleep-(2019)#tab=summary
79,80,Dragon Ball Super: Broly,FUNimation,"$30,376,755","$9,816,197",1250,https://www.the-numbers.com/movie/Dragon-Ball-Super-Broly-(Japan)-(2018)#tab=summary
80,81,Long Shot,Lionsgate,"$30,316,271","$9,740,064",3230,https://www.the-numbers.com/movie/Long-Shot-(2019)#tab=summary
81,82,Child’s Play,United Ar…,"$29,208,403","$14,094,594",3007,https://www.the-numbers.com/movie/Childs-Play-(2019)#tab=summary
82,83,Ready or Not,Fox Searc…,"$28,714,231","$8,015,590",2998,https://www.the-numbers.com/movie/Ready-or-Not-(2019)#tab=summary
83,84,21 Bridges,STX Enter…,"$28,539,757","$9,261,268",2665,https://www.the-numbers.com/movie/21-Bridges-(2019)#tab=summary
84,85,Happy Death Day 2U,Universal,"$28,148,130","$9,497,665",3212,https://www.the-numbers.com/movie/Happy-Death-Day-2U-(2019)#tab=summary
85,86,Midsommar,A24,"$27,426,363","$6,560,030",2707,https://www.the-numbers.com/movie/Midsommar-(2019)#tab=summary
86,87,Cats,Universal,"$27,166,770","$6,619,870",3380,https://www.the-numbers.com/movie/Cats-(2019)#tab=summary
87,88,The Art of Racing in the Rain,20th Cent…,"$26,402,818","$8,137,584",2765,https://www.the-numbers.com/movie/Art-of-Racing-in-the-Rain-The-(2019)#tab=summary
88,89,Countdown,STX Enter…,"$25,621,766","$8,865,082",2675,https://www.the-numbers.com/movie/Countdown-(2019)#tab=summary
89,90,Judy,Roadside …,"$24,319,961","$2,916,548",1627,https://www.the-numbers.com/movie/Judy-(2019)#tab=summary
90,91,Fighting With My Family,MGM,"$22,958,583","$138,780",2855,https://www.the-numbers.com/movie/Fighting-With-My-Family-(2019)#tab=summary
91,92,A Dog’s Journey,Universal,"$22,782,371","$8,030,085",3279,https://www.the-numbers.com/movie/Dogs-Journey-A-(2019)#tab=summary
92,93,Booksmart,United Ar…,"$22,680,962","$6,933,620",2518,https://www.the-numbers.com/movie/Booksmart-(2019)#tab=summary
93,94,Stuber,20th Cent…,"$22,370,452","$8,225,384",3050,https://www.the-numbers.com/movie/Stuber-(2019)#tab=summary
94,95,Richard Jewell,Warner Bros.,"$22,345,542","$4,705,265",2502,https://www.the-numbers.com/movie/Richard-Jewell#tab=summary
95,96,47 Meters Down: Uncaged,Entertain…,"$22,260,900","$8,427,265",2883,https://www.the-numbers.com/movie/47-Meters-Down-Uncaged-(2019)#tab=summary
96,97,Black and Blue,Sony Pict…,"$22,012,729","$8,376,846",2062,https://www.the-numbers.com/movie/Black-and-Blue-(2019)#tab=summary
97,98,Hellboy,Lionsgate,"$21,903,748","$12,045,147",3303,https://www.the-numbers.com/movie/Hellboy-(2019)#tab=summary
98,99,Shaft,Warner Bros.,"$21,360,215","$8,901,419",2952,https://www.the-numbers.com/movie/Shaft-(2019)#tab=summary
99,100,The Peanut Butter Falcon,Roadside …,"$20,457,158","$204,793",1490,https://www.the-numbers.com/movie/Peanut-Butter-Falcon-The#tab=summary
