,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
0,1,Rogue One: A Star Wars Story,Walt Disney,"$533,539,991","$155,081,681",4157,https://www.the-numbers.com/movie/Rogue-One-A-Star-Wars-Story#tab=summary
1,2,Finding Dory,Walt Disney,"$486,295,561","$135,060,273",4305,https://www.the-numbers.com/movie/Finding-Dory#tab=summary
2,3,Captain America: Civil War,Walt Disney,"$408,084,349","$179,139,142",4226,https://www.the-numbers.com/movie/Captain-America-Civil-War#tab=summary
3,4,The Secret Life of Pets,Universal,"$368,384,330","$104,352,905",4381,https://www.the-numbers.com/movie/Secret-Life-of-Pets-The#tab=summary
4,5,The Jungle Book,Walt Disney,"$364,001,123","$103,261,464",4144,https://www.the-numbers.com/movie/Jungle-Book-The-(2016)#tab=summary
5,6,Deadpool,20th Cent…,"$363,070,709","$132,434,639",3856,https://www.the-numbers.com/movie/Deadpool#tab=summary
6,7,Zootopia,Walt Disney,"$341,268,248","$75,063,401",3959,https://www.the-numbers.com/movie/Zootopia-(2016)#tab=summary
7,8,Batman v Superman: Dawn of Justice,Warner Bros.,"$330,360,194","$166,007,347",4256,https://www.the-numbers.com/movie/Batman-v-Superman-Dawn-of-Justice#tab=summary
8,9,Suicide Squad,Warner Bros.,"$325,100,054","$133,682,248",4255,https://www.the-numbers.com/movie/Suicide-Squad#tab=summary
9,10,Sing,Universal,"$270,329,045","$35,258,145",4029,https://www.the-numbers.com/movie/Sing-(2016)#tab=summary
10,11,Moana,Walt Disney,"$248,757,044","$56,631,401",3875,https://www.the-numbers.com/movie/Moana-(2016)#tab=summary
11,12,Fantastic Beasts and Where to Find Them,Warner Bros.,"$234,037,575","$74,403,387",4144,https://www.the-numbers.com/movie/Fantastic-Beasts-and-Where-to-Find-Them#tab=summary
12,13,Doctor Strange,Walt Disney,"$232,641,920","$85,058,311",3882,https://www.the-numbers.com/movie/Doctor-Strange-(2016)#tab=summary
13,14,Hidden Figures,20th Cent…,"$169,607,287","$515,499",3416,https://www.the-numbers.com/movie/Hidden-Figures#tab=summary
14,15,Jason Bourne,Universal,"$162,192,920","$59,215,365",4039,https://www.the-numbers.com/movie/Jason-Bourne#tab=summary
15,16,Star Trek Beyond,Paramount…,"$158,848,340","$59,253,211",3928,https://www.the-numbers.com/movie/Star-Trek-Beyond#tab=summary
16,17,X-Men: Apocalypse,20th Cent…,"$155,442,489","$65,769,562",4153,https://www.the-numbers.com/movie/X-Men-Apocalypse-(2016)#tab=summary
17,18,Trolls,20th Cent…,"$153,707,064","$46,581,142",4066,https://www.the-numbers.com/movie/Trolls#tab=summary
18,19,La La Land,Lionsgate,"$151,101,803","$881,104",3236,https://www.the-numbers.com/movie/La-La-Land#tab=summary
19,20,Kung Fu Panda 3,20th Cent…,"$143,528,619","$41,282,042",3987,https://www.the-numbers.com/movie/Kung-Fu-Panda-3#tab=summary
20,21,Ghostbusters,Sony Pict…,"$128,350,574","$46,018,755",3963,https://www.the-numbers.com/movie/Ghostbusters-(2016)#tab=summary
21,22,Central Intelligence,Warner Bros.,"$127,440,871","$35,535,250",3508,https://www.the-numbers.com/movie/Central-Intelligence#tab=summary
22,23,The Legend of Tarzan,Warner Bros.,"$126,643,061","$38,527,856",3591,https://www.the-numbers.com/movie/Legend-of-Tarzan-The#tab=summary
23,24,Sully,Warner Bros.,"$125,070,033","$35,028,301",3955,https://www.the-numbers.com/movie/Sully#tab=summary
24,25,Bad Moms,STX Enter…,"$113,257,297","$23,817,340",3215,https://www.the-numbers.com/movie/Bad-Moms#tab=summary
25,26,The Angry Birds Movie,Sony Pict…,"$107,509,366","$38,155,177",3932,https://www.the-numbers.com/movie/Angry-Birds-Movie-The#tab=summary
26,27,Independence Day: Resurgence,20th Cent…,"$103,144,286","$41,039,944",4091,https://www.the-numbers.com/movie/Independence-Day-Resurgence#tab=summary
27,28,The Conjuring 2: The Enfield Poltergeist,Warner Bros.,"$102,470,008","$40,406,314",3356,https://www.the-numbers.com/movie/Conjuring-2-The-Enfield-Poltergeist-The#tab=summary
28,29,Arrival,Paramount…,"$100,546,139","$24,074,047",3115,https://www.the-numbers.com/movie/Arrival-(2016)#tab=summary
29,30,Passengers,Sony Pict…,"$100,014,699","$14,869,736",3478,https://www.the-numbers.com/movie/Passengers-(2016)#tab=summary
